,fare_amount
625,4.9566483
626,15.976341
627,11.711529
628,19.60665
629,7.4172697
630,13.467248
631,4.9436965
632,12.212696
633,7.075341
634,7.6186476
635,9.62973
636,17.724527
637,17.628458
638,5.3288894
639,17.575994
640,17.575994
641,7.8711047
642,19.288887
643,20.053732
644,9.363959
645,8.9518175
646,11.387088
647,7.965113
648,10.988993
649,15.898424
650,7.9608893
651,14.938622
652,5.0277042
653,5.9763694
654,7.6143875
655,16.146423
656,13.760756
657,7.458088
658,7.488879
659,5.8427534
660,4.8760295
661,16.837963
662,6.0886316
663,5.5205884
664,8.607224
665,18.082415
666,3.2941494
667,9.237009
668,6.738116
669,5.3586936
670,7.935121
671,5.3738737
672,4.9777336
673,9.2939625
674,14.1528845
675,4.820217
676,14.419349
677,5.004374
678,9.237009
679,4.4877644
680,4.820217
681,6.1034503
682,5.3586936
683,17.764074
684,6.1034503
685,5.3586936
686,5.3586936
687,6.6656437
688,7.536238
689,4.653955
690,7.1111584
691,11.689783
692,16.320862
693,7.481254
694,5.280224
695,17.632362
696,5.9274135
697,8.990924
698,7.1111584
699,9.733971
700,7.1111584
701,12.872624
702,7.512862
703,7.512862
704,4.820217
705,4.820217
706,17.632362
707,7.1111584
708,6.157972
709,5.3738737
710,7.1111584
711,6.1034503
712,4.2267447
713,7.1111584
714,12.872624
715,17.764074
716,13.834615
717,9.2939625
718,11.553219
719,8.363327
720,7.3092365
721,6.548063
722,8.737482
723,7.1111584
724,5.3738737
725,8.388685
726,6.157972
727,14.31889
728,9.662936
729,5.3738737
730,13.825024
731,5.3586936
732,7.1111584
733,8.736172
734,13.825024
735,4.4411335
736,7.1111584
737,8.3700695
738,6.548063
739,7.1111584
740,9.237009
741,5.3738737
742,9.668157
743,6.548063
744,10.1840105
745,7.1111584
746,7.973384
747,7.528104
748,8.846013
749,12.423712
750,7.4499536
751,7.973384
752,17.764074
753,17.764074
754,5.3586936
755,4.1771026
756,7.973384
757,10.1840105
758,7.4499536
759,9.662936
760,8.736172
761,7.1111584
762,7.512862
763,8.363327
764,14.83377
765,4.2267447
766,16.241581
767,8.990924
768,5.3586936
769,14.1528845
770,7.973384
771,8.668993
772,17.764074
773,4.1771026
774,4.8298435
775,8.363327
776,7.935121
777,5.3738737
778,8.469015
779,4.653955
780,7.528104
781,7.7947054
782,7.973384
783,5.9274135
784,4.4125934
785,7.1351295
786,9.428521
787,13.825024
788,4.1771026
789,7.512862
790,4.4411335
791,14.773246
792,8.388685
793,5.09882
794,7.9183936
795,6.548063
796,6.388093
797,4.9777336
798,5.3586936
799,5.027189
800,5.3586936
801,5.655151
802,7.973384
803,17.764074
804,6.548063
805,4.9777336
806,11.211588
807,7.973384
808,5.3586936
809,9.237009
810,14.773246
811,8.363327
812,8.388685
813,7.512862
814,7.1111584
815,10.1840105
816,8.887801
817,4.7497764
818,6.4347076
819,12.169524
820,7.1291566
821,8.561368
822,8.894825
823,12.45638
824,13.188049
825,5.9242268
826,17.797356
827,14.138591
828,8.894825
829,5.7899094
830,7.7386265
831,14.88745
832,4.4544773
833,6.4347076
834,8.6159525
835,14.610684
836,5.5761065
837,4.812849
838,7.1291566
839,14.88745
840,7.855752
841,7.261885
842,4.6000276
843,7.261885
844,7.1291566
845,12.169524
846,9.307815
847,17.797356
848,7.261885
849,4.554469
850,5.5761065
851,4.6000276
852,4.6890016
853,7.800768
854,11.020323
855,6.4347076
856,5.5761065
857,4.6000276
858,4.4658637
859,6.2701
860,4.706519
861,11.749392
862,5.5761065
863,6.2701
864,9.668673
865,6.2551084
866,10.66399
867,5.642949
868,7.277682
869,5.5761065
870,8.647745
871,16.943476
872,5.1366277
873,7.277682
874,8.891065
875,6.946465
876,7.261885
877,16.439959
878,6.2701
879,12.306088
880,5.5761065
881,17.797356
882,8.894825
883,6.946465
884,6.5543346
885,10.2682
886,10.787554
887,4.9887376
888,5.9242268
889,12.421571
890,9.034926
891,11.4184
892,8.229128
893,10.785964
894,5.642949
895,7.277682
896,13.188049
897,5.497637
898,5.5761065
899,4.346494
900,10.787554
901,4.812849
902,5.2446017
903,8.647745
904,4.4544773
905,5.5761065
906,4.6000276
907,9.668673
908,5.9242268
909,11.827894
910,5.5761065
911,14.222669
912,4.812849
913,4.7108836
914,6.2701
915,8.6159525
916,12.336119
917,6.2701
918,10.787554
919,6.8152723
920,17.797356
921,13.188049
922,9.805684
923,5.5761065
924,6.872641
925,6.746181
926,12.169524
927,8.894825
928,8.253047
929,5.5761065
930,5.2446017
931,7.7386265
932,5.9587026
933,17.797356
934,12.169524
935,4.9887376
936,9.00193
937,16.270187
938,8.29131
939,8.9078455
940,8.561368
941,7.277682
942,9.296006
943,8.305278
944,6.086488
945,7.2503104
946,9.222218
947,8.895578
948,12.470231
949,4.9925838
950,7.9272113
951,6.394058
952,8.764199
953,7.5928955
954,5.5545635
955,16.263826
956,6.525748
957,16.807634
958,6.239179
959,16.580734
960,13.161244
961,7.6478796
962,9.454782
963,8.056816
964,4.519276
965,5.5525594
966,8.42334
967,12.604634
968,17.654175
969,11.943806
970,5.0140834
971,17.654175
972,17.654175
973,9.454782
974,5.5545635
975,12.400664
976,6.041282
977,6.3970227
978,14.938616
979,6.1035113
980,8.09508
981,6.041282
982,14.189758
983,7.6652303
984,14.938616
985,5.02371
986,6.525748
987,10.599166
988,14.99914
989,6.1035113
990,8.391547
991,13.161244
992,6.1035113
993,10.001407
994,17.654175
995,4.519276
996,5.5525594
997,15.590072
998,10.599166
999,8.974422
1000,7.054685
1001,8.945225
1002,17.654175
1003,7.054685
1004,9.3824005
1005,6.4661145
1006,6.1035113
1007,7.054685
1008,12.106788
1009,14.189758
1010,4.847821
1011,17.654175
1012,6.239179
1013,7.6652303
1014,8.326397
1015,12.201274
1016,18.366768
1017,18.366768
1018,9.136315
1019,5.221055
1020,4.519276
1021,10.599166
1022,10.599166
1023,13.467248
1024,5.5545635
1025,6.1035113
1026,10.75668
1027,13.892937
1028,5.8201976
1029,16.333138
1030,4.670414
1031,7.570475
1032,10.937119
1033,4.707819
1034,5.9169054
1035,14.524632
1036,8.242905
1037,7.75963
1038,8.664871
1039,14.376305
1040,6.705771
1041,5.890299
1042,5.50095
1043,6.6850324
1044,10.597957
1045,6.8690934
1046,5.2339
1047,11.795105
1048,8.383225
1049,4.5337663
1050,16.545
1051,4.5337663
1052,20.354958
1053,10.7489195
1054,20.490944
1055,13.69585
1056,5.2242737
1057,7.184083
1058,11.795105
1059,8.365869
1060,11.860919
1061,13.261268
1062,17.68738
1063,8.123163
1064,17.284155
1065,20.490944
1066,19.59816
1067,5.0580115
1068,9.946966
1069,8.365869
1070,6.6850324
1071,6.8648906
1072,20.490944
1073,4.624381
1074,6.300263
1075,13.348944
1076,20.490944
1077,8.820463
1078,7.184083
1079,13.711027
1080,20.490944
1081,7.9875135
1082,19.48546
1083,10.213992
1084,18.274723
1085,5.8481855
1086,12.798176
1087,6.300263
1088,20.490944
1089,18.135622
1090,13.5603285
1091,20.490944
1092,8.342493
1093,5.0580115
1094,20.490944
1095,11.860919
1096,8.623846
1097,5.0580115
1098,4.9599705
1099,7.2947116
1100,17.90619
1101,20.490944
1102,12.222729
1103,18.26134
1104,9.146204
1105,6.7437015
1106,9.892809
1107,8.383225
1108,19.616884
1109,4.624381
1110,8.123163
1111,4.624381
1112,4.8990355
1113,4.624381
1114,7.184083
1115,20.354958
1116,9.146204
1117,12.446148
1118,20.490944
1119,20.490944
1120,12.446148
1121,10.300484
1122,20.490944
1123,17.762018
1124,17.90619
1125,17.284155
1126,8.89932
1127,6.8590693
1128,12.669715
1129,6.375317
1130,6.0590916
1131,10.794746
1132,13.147729
1133,10.68004
1134,6.7253256
1135,8.421859
1136,7.437003
1137,9.565493
1138,6.3176622
1139,19.949438
1140,19.949438
1141,14.468148
1142,9.543116
1143,19.740484
1144,8.383225
1145,14.84452
1146,13.514064
1147,13.463635
1148,9.034926
1149,4.4544773
1150,10.785964
1151,7.640585
1152,16.58611
1153,6.6831417
1154,7.569995
1155,6.1139545
1156,5.8821244
1157,14.588663
1158,17.074047
1159,11.881517
1160,7.6870384
1161,16.04269
1162,6.8690934
1163,20.490944
1164,20.490944
1165,9.744374
1166,5.2242737
1167,8.820463
1168,6.919705
1169,11.064058
1170,18.222239
1171,5.6869783
1172,4.6170306
1173,5.753821
1174,12.334444
1175,4.762581
1176,2.698865
1177,8.852157
1178,6.4910583
1179,6.4982877
1180,3.976016
1181,6.0350986
1182,11.009015
1183,4.6170306
1184,7.9911904
1185,4.5580387
1186,9.891724
1187,7.1278844
1188,5.6085086
1189,2.698865
1190,11.946719
1191,13.352969
1192,4.5674977
1193,6.380972
1194,9.131029
1195,11.010605
1196,9.891724
1197,8.786197
1198,18.222239
1199,7.3866205
1200,7.9826975
1201,8.786197
1202,4.7170224
1203,10.856427
1204,6.380972
1205,18.222239
1206,9.127269
1207,7.3866205
1208,7.9986567
1209,9.891724
1210,13.352969
1211,7.9911904
1212,7.008469
1213,9.763495
1214,6.0350986
1215,7.3866205
1216,9.131029
1217,18.3352
1218,2.698865
1219,18.3352
1220,9.131029
1221,7.9911904
1222,7.9826975
1223,8.516139
1224,15.310892
1225,10.491251
1226,7.1278844
1227,5.151291
1228,18.3352
1229,4.6170306
1230,6.6179147
1231,10.856427
1232,8.086292
1233,8.852157
1234,9.127269
1235,5.753821
1236,9.238134
1237,7.1547656
1238,6.380972
1239,4.5403786
1240,5.4271054
1241,7.1278844
1242,6.809761
1243,5.6869783
1244,16.295963
1245,2.698865
1246,18.3352
1247,6.4910583
1248,7.008469
1249,6.0350986
1250,18.222239
1251,6.6179147
1252,6.380972
1253,7.41351
1254,18.3352
1255,4.6170306
1256,9.891724
1257,6.4910583
1258,18.3352
1259,5.753821
1260,5.6869783
1261,4.6170306
1262,5.3102036
1263,7.2649846
1264,18.3352
1265,4.240188
1266,10.054405
1267,4.6170306
1268,5.2022295
1269,18.3352
1270,9.51741
1271,5.2022295
1272,11.400199
1273,8.516139
1274,11.8682165
1275,9.131029
1276,3.9007144
1277,12.255756
1278,8.883949
1279,18.222239
1280,8.7881365
1281,11.243227
1282,9.623821
1283,15.073214
1284,5.753652
1285,15.497001
1286,8.052963
1287,13.970702
1288,8.719338
1289,7.9938173
1290,7.50828
1291,18.595518
1292,7.7870984
1293,9.327904
1294,10.965053
1295,5.753652
1296,18.503176
1297,5.753652
1298,9.396406
1299,14.260285
1300,5.893654
1301,14.730926
1302,10.546447
1303,6.242055
1304,10.291897
1305,8.592482
1306,8.592482
1307,8.052963
1308,8.052963
1309,8.491116
1310,20.665617
1311,20.665617
1312,20.665617
1313,5.8048368
1314,20.665617
1315,20.665617
1316,7.7870984
1317,10.965053
1318,8.052963
1319,20.665617
1320,5.4626555
1321,5.8048368
1322,10.276141
1323,8.7881365
1324,6.8816595
1325,12.084144
1326,18.381289
1327,5.4626555
1328,8.546937
1329,17.365194
1330,18.348833
1331,8.592482
1332,20.49952
1333,9.396406
1334,20.665617
1335,8.052963
1336,6.8500977
1337,6.3750277
1338,5.753652
1339,7.9351482
1340,15.925907
1341,5.8048368
1342,9.642113
1343,8.66303
1344,20.49952
1345,18.752926
1346,13.250839
1347,9.642113
1348,9.327904
1349,8.592482
1350,16.290041
1351,5.353505
1352,9.642113
1353,7.7870984
1354,20.665617
1355,10.779147
1356,8.66303
1357,7.354919
1358,12.810652
1359,12.914524
1360,7.354919
1361,10.348764
1362,7.50828
1363,20.665617
1364,8.66303
1365,14.996643
1366,14.730926
1367,20.665617
1368,17.365194
1369,9.642113
1370,20.49952
1371,8.052963
1372,10.965053
1373,8.592482
1374,20.49952
1375,20.49952
1376,16.168524
1377,13.004495
1378,6.6778827
1379,11.227415
1380,11.227415
1381,12.4223995
1382,5.939811
1383,5.285084
1384,6.3165865
1385,5.285084
1386,7.7370973
1387,17.61002
1388,5.031546
1389,17.511509
1390,18.082415
1391,8.995568
1392,7.1289606
1393,8.460039
1394,11.820494
1395,8.302376
1396,10.469203
1397,5.9690294
1398,7.183482
1399,6.6778827
1400,7.0237556
1401,11.338366
1402,9.659976
1403,12.313836
1404,6.6778827
1405,17.11771
1406,10.619968
1407,12.313836
1408,12.313836
1409,3.2941494
1410,7.1289606
1411,12.4223995
1412,17.96188
1413,7.7801633
1414,18.082415
1415,4.9530153
1416,12.313836
1417,8.940584
1418,11.338366
1419,4.8850937
1420,15.924963
1421,7.7370973
1422,10.261678
1423,12.035453
1424,12.188041
1425,8.995568
1426,4.8850937
1427,17.11771
1428,4.954894
1429,3.2941494
1430,17.83423
1431,18.115261
1432,10.413734
1433,6.6778827
1434,5.673794
1435,17.178234
1436,16.33578
1437,8.995568
1438,8.460039
1439,10.243062
1440,8.475837
1441,7.468271
1442,10.243062
1443,11.364035
1444,7.7370973
1445,12.188041
1446,11.184156
1447,17.808691
1448,5.939811
1449,12.188041
1450,6.6778827
1451,5.939811
1452,5.4979057
1453,6.3165865
1454,7.1289606
1455,14.715011
1456,7.7370973
1457,17.11771
1458,17.178234
1459,17.511509
1460,5.4979057
1461,10.58954
1462,7.7801633
1463,5.9622664
1464,10.243062
1465,10.938071
1466,8.918163
1467,8.659772
1468,6.3165865
1469,14.175043
1470,8.460039
1471,6.9553123
1472,7.732693
1473,4.5737524
1474,13.441381
1475,5.2153997
1476,5.2828636
1477,6.5833383
1478,7.30601
1479,7.4927354
1480,5.650537
1481,19.182314
1482,6.233575
1483,14.524787
1484,6.948441
1485,20.665617
1486,13.970702
1487,8.592482
1488,10.689109
1489,8.972737
1490,16.127752
1491,16.127752
1492,12.90687
1493,12.932557
1494,7.179284
1495,13.931937
1496,12.410736
1497,7.6396756
1498,5.655778
1499,8.385499
1500,6.6262507
1501,6.6262507
1502,18.628725
1503,13.860572
1504,15.688795
1505,18.628725
1506,5.861094
1507,9.886527
1508,4.92704
1509,14.724662
1510,4.5072975
1511,13.860572
1512,4.199688
1513,8.5186405
1514,8.955268
1515,15.416859
1516,5.3038144
1517,7.8322945
1518,4.92704
1519,15.7634325
1520,4.5072975
1521,8.58713
1522,7.292258
1523,18.628725
1524,8.7812
1525,5.5868564
1526,18.628725
1527,4.2929087
1528,5.3038144
1529,9.2583065
1530,8.063616
1531,4.5072975
1532,4.232643
1533,18.628725
1534,15.293171
1535,11.7372875
1536,16.933462
1537,11.54275
1538,18.628725
1539,14.466222
1540,8.148919
1541,7.3696623
1542,16.501308
1543,7.796494
1544,6.6262507
1545,11.83423
1546,6.1780324
1547,15.416859
1548,6.375317
1549,8.374826
1550,10.13383
1551,8.079472
1552,5.0633044
1553,11.926478
1554,6.801468
1555,7.735548
1556,5.3012733
1557,8.338491
1558,15.02542
1559,8.924544
1560,5.4142776
1561,4.582062
1562,7.314682
1563,5.8840632
1564,9.588199
1565,5.8055935
1566,7.651085
1567,7.954455
1568,16.40628
1569,18.84661
1570,10.518509
1571,14.601307
1572,8.795553
1573,5.92381
1574,15.604075
1575,6.4588113
1576,11.631935
1577,6.925343
1578,18.015102
1579,14.090096
1580,17.830503
1581,7.4801536
1582,6.882862
1583,18.30695
1584,6.720174
1585,16.43182
1586,6.179981
1587,4.0680137
1588,7.879655
1589,7.3705883
1590,8.443254
1591,10.325236
1592,10.255954
1593,9.403743
1594,13.856857
1595,10.245779
1596,17.75858
1597,12.798176
1598,11.954025
1599,5.318778
1600,5.318778
1601,8.820463
1602,5.721651
1603,5.884319
1604,13.9062195
1605,15.651372
1606,12.033108
1607,7.428143
1608,6.375317
1609,6.209081
1610,7.7708645
1611,6.327838
1612,6.1139545
1613,5.473622
1614,18.95454
1615,6.865052
1616,5.395707
1617,6.865052
1618,6.1139545
1619,5.700721
1620,14.258519
1621,4.511295
1622,8.322522
1623,7.752572
1624,16.367561
1625,10.846793
1626,11.0686245
1627,10.025457
1628,10.846793
1629,6.475888
1630,5.6065946
1631,14.588663
1632,5.364302
1633,4.6942225
1634,14.258519
1635,9.613819
1636,4.9852185
1637,18.95454
1638,18.95454
1639,9.098561
1640,4.511295
1641,18.95454
1642,15.475962
1643,7.5014925
1644,4.6861935
1645,9.613819
1646,4.3069487
1647,4.813511
1648,5.6065946
1649,11.631628
1650,5.6065946
1651,11.68164
1652,10.448404
1653,5.6065946
1654,6.6465425
1655,6.1139545
1656,4.511295
1657,12.353743
1658,18.95454
1659,18.95454
1660,6.327838
1661,9.098561
1662,9.613819
1663,6.865052
1664,9.074642
1665,5.473622
1666,9.1814375
1667,11.0686245
1668,13.625824
1669,9.616542
1670,6.702364
1671,6.1139545
1672,6.865052
1673,7.4638205
1674,6.1139545
1675,4.9566784
1676,9.101025
1677,11.631628
1678,6.475888
1679,7.7708645
1680,6.6465425
1681,7.5014925
1682,8.008155
1683,18.95454
1684,11.816125
1685,7.158381
1686,5.699997
1687,9.613819
1688,5.8821244
1689,6.6465425
1690,6.865052
1691,4.9852185
1692,9.85704
1693,6.865052
1694,7.641658
1695,5.19804
1696,12.164536
1697,6.702364
1698,7.7708645
1699,10.025457
1700,7.7708645
1701,6.475888
1702,7.0079355
1703,9.516984
1704,7.641658
1705,6.6465425
1706,5.699997
1707,6.1139545
1708,6.702364
1709,8.322522
1710,6.65049
1711,9.101025
1712,9.1814375
1713,6.865052
1714,4.6942225
1715,18.900866
1716,18.95454
1717,9.516984
1718,10.006542
1719,5.699997
1720,5.19804
1721,9.776883
1722,4.6861935
1723,7.7708645
1724,15.475962
1725,4.6942225
1726,18.95454
1727,5.960594
1728,18.95454
1729,5.582355
1730,9.616542
1731,16.787127
1732,5.364302
1733,5.47784
1734,7.2071567
1735,12.480186
1736,14.017897
1737,6.241802
1738,6.007319
1739,10.501267
1740,20.25378
1741,6.8099294
1742,4.4327984
1743,8.600719
1744,9.287087
1745,7.37624
1746,20.25378
1747,12.181415
1748,7.378312
1749,17.76584
1750,8.592284
1751,11.589669
1752,7.6732106
1753,7.0386763
1754,6.5019274
1755,7.980031
1756,19.728283
1757,14.0395
1758,8.700678
1759,6.865766
1760,6.850446
1761,9.93387
1762,18.501215
1763,5.8465185
1764,8.559628
1765,13.471083
1766,9.1090355
1767,8.559628
1768,14.997249
1769,19.728283
1770,11.185949
1771,8.7855
1772,6.931653
1773,11.168325
1774,13.48241
1775,6.685908
1776,14.79685
1777,4.3076077
1778,9.598707
1779,10.2517805
1780,12.04577
1781,10.540149
1782,10.078334
1783,11.644633
1784,8.125084
1785,4.990153
1786,7.5804534
1787,18.654844
1788,5.4736295
1789,8.782944
1790,14.080787
1791,5.8525186
1792,7.287047
1793,8.93336
1794,6.928024
1795,10.039535
1796,8.951976
1797,17.38867
1798,9.423087
1799,6.5492086
1800,6.5492086
1801,18.273539
1802,14.351801
1803,18.825584
1804,12.689465
